old_locus_tag,protein_id
Synpcc7942_0708,WP_011243134.1
Synpcc7942_0709,WP_011243133.1
Synpcc7942_0710,WP_039755832.1
Synpcc7942_0711,WP_011243131.1
Synpcc7942_0712,WP_011243130.1
Synpcc7942_0713,WP_011243129.1
Synpcc7942_0714,WP_011243128.1
Synpcc7942_0715,WP_173282550.1
Synpcc7942_0716,WP_011243126.1
Synpcc7942_0717,WP_011243125.1
Synpcc7942_0718,WP_011243124.1
Synpcc7942_0719,WP_011243123.1
Synpcc7942_0721,WP_011377693.1
Synpcc7942_0722,WP_011243121.1
Synpcc7942_0724,WP_011243119.1
Synpcc7942_0725,WP_011243118.1
Synpcc7942_0726,WP_011243117.1
Synpcc7942_0727,WP_011377695.1
Synpcc7942_0728,WP_011243115.1
Synpcc7942_0729,WP_011243114.1
Synpcc7942_0730,WP_231621339.1
Synpcc7942_0731,WP_011243112.1
Synpcc7942_0732,WP_011243111.1
Synpcc7942_0733,WP_011243110.1
Synpcc7942_0734,WP_011243109.1
Synpcc7942_0735,WP_011243108.1
Synpcc7942_0736,WP_231621338.1
Synpcc7942_0737,WP_011377696.1
Synpcc7942_0738,WP_011377697.1
Synpcc7942_0739,WP_265575064.1
Synpcc7942_0740,WP_011243103.1
Synpcc7942_0741,WP_011243102.1
Synpcc7942_0742,WP_011243101.1
Synpcc7942_0743,WP_011377698.1
Synpcc7942_0744,WP_011377699.1
Synpcc7942_0745,WP_011377700.1
Synpcc7942_0747,WP_011377702.1
Synpcc7942_0748,WP_011377703.1
Synpcc7942_0749,WP_011377704.1
Synpcc7942_0750,WP_011377705.1
Synpcc7942_0751,WP_011243093.1
Synpcc7942_0752,WP_011243092.1
Synpcc7942_0753,WP_011377706.1
Synpcc7942_0755,WP_011377708.1
Synpcc7942_0756,WP_011243089.1
Synpcc7942_0757,WP_049749325.1
Synpcc7942_0758,WP_011377710.1
Synpcc7942_0759,WP_011377711.1
Synpcc7942_0760,WP_011377712.1
Synpcc7942_0761,WP_011243086.1
Synpcc7942_0762,WP_011243085.1
Synpcc7942_0763,WP_081429504.1
Synpcc7942_0764,WP_011377714.1
Synpcc7942_0766,WP_011243082.1
Synpcc7942_0767,WP_011377716.1
Synpcc7942_0768,WP_155813878.1
Synpcc7942_0769,WP_011377718.1
Synpcc7942_0770,WP_234910039.1
Synpcc7942_0771,WP_011243077.1
Synpcc7942_0772,WP_011243076.1
Synpcc7942_0773,WP_039755814.1
Synpcc7942_0774,WP_011243074.1
Synpcc7942_0775,WP_011243073.1
Synpcc7942_0776,WP_011243072.1
Synpcc7942_0777,WP_011377721.1
Synpcc7942_0778,WP_011377722.1
Synpcc7942_0779,WP_231621334.1
Synpcc7942_0780,WP_011377724.1
Synpcc7942_0781,WP_011377725.1
Synpcc7942_0782,WP_011377726.1
Synpcc7942_0783,WP_011243066.1
Synpcc7942_0784,WP_231621333.1
Synpcc7942_0785,WP_190528583.1
Synpcc7942_0786,WP_011377728.1
Synpcc7942_0787,WP_011243062.1
Synpcc7942_0788,WP_011243061.1
Synpcc7942_0789,WP_011243060.1
Synpcc7942_0790,WP_011377729.1
Synpcc7942_0791,WP_011377730.1
Synpcc7942_0792,WP_011377731.1
Synpcc7942_0793,WP_011243056.1
Synpcc7942_0794,WP_011243055.1
Synpcc7942_0795,WP_011243054.1
Synpcc7942_0796,WP_011377732.1
Synpcc7942_0797,WP_011377733.1
Synpcc7942_0798,WP_011243052.1
Synpcc7942_0799,WP_039755810.1
Synpcc7942_0800,WP_011377735.1
Synpcc7942_0801,WP_039755809.1
Synpcc7942_0802,WP_011377737.1
Synpcc7942_0803,WP_011243047.1
Synpcc7942_0804,WP_011243046.1
Synpcc7942_0805,WP_011243045.1
Synpcc7942_0806,WP_011243044.1
Synpcc7942_0807,WP_011243043.1
Synpcc7942_0808,WP_011377738.1
Synpcc7942_0809,WP_231621332.1
Synpcc7942_0810,WP_011377740.1
Synpcc7942_0811,WP_011377741.1
Synpcc7942_0812,WP_011243039.1
Synpcc7942_0813,WP_011243038.1
Synpcc7942_0814,WP_011243037.1
Synpcc7942_0815,WP_011243036.1
Synpcc7942_0816,WP_011377742.1
Synpcc7942_0817,WP_011243034.1
Synpcc7942_0818,WP_011377743.1
Synpcc7942_0819,WP_011243032.1
Synpcc7942_0820,WP_011377744.1
Synpcc7942_0821,WP_011243030.1
Synpcc7942_0822,WP_011243029.1
Synpcc7942_0823,WP_011243028.1
Synpcc7942_0824,WP_011377746.1
Synpcc7942_0825,WP_011377747.1
Synpcc7942_0826,WP_011243025.1
Synpcc7942_0827,WP_011377748.1
Synpcc7942_0828,WP_011243023.1
Synpcc7942_0829,WP_011377749.1
Synpcc7942_0830,WP_011377750.1
Synpcc7942_0831,WP_011377751.1
Synpcc7942_0833,WP_011377752.1
Synpcc7942_0834,WP_011377753.1
Synpcc7942_0835,WP_011377754.1
Synpcc7942_0836,WP_011377755.1
Synpcc7942_0837,WP_011377756.1
Synpcc7942_0838,WP_011377757.1
Synpcc7942_0839,WP_011243013.1
Synpcc7942_0840,WP_011377758.1
Synpcc7942_0841,WP_407830100.1
Synpcc7942_0842,WP_011377759.1
Synpcc7942_0843,WP_011243009.1
Synpcc7942_0844,WP_011377760.1
Synpcc7942_0846,WP_231621331.1
Synpcc7942_0847,WP_011243005.1
Synpcc7942_0848,WP_011243004.1
Synpcc7942_0849,WP_011377762.1
Synpcc7942_0850,WP_011243002.1
Synpcc7942_0851,WP_011377763.1
Synpcc7942_0853,WP_011242999.1
Synpcc7942_0854,WP_011377764.1
Synpcc7942_0855,WP_231621330.1
Synpcc7942_0856,WP_011242996.1
Synpcc7942_0857,WP_231621329.1
Synpcc7942_0858,WP_011377766.1
Synpcc7942_0859,WP_011377767.1
Synpcc7942_0860,WP_011242992.1
Synpcc7942_0861,WP_011242991.1
Synpcc7942_0862,WP_011242990.1
Synpcc7942_0863,WP_011242989.1
Synpcc7942_0864,WP_011242988.1
Synpcc7942_0865,WP_011242987.1
Synpcc7942_0866,WP_011377768.1
Synpcc7942_0867,WP_231621327.1
Synpcc7942_0868,WP_407830099.1
Synpcc7942_0869,WP_011377770.1
Synpcc7942_0870,WP_011242982.1
Synpcc7942_0871,WP_039755800.1
Synpcc7942_0872,WP_011242980.1
Synpcc7942_0873,WP_011242979.1
Synpcc7942_0874,WP_011377772.1
Synpcc7942_0875,WP_011242977.1
Synpcc7942_0876,WP_039755798.1
Synpcc7942_0877,WP_011242975.1
Synpcc7942_0878,WP_231621326.1
Synpcc7942_0879,WP_011242973.1
Synpcc7942_0880,WP_011242972.1
Synpcc7942_0881,WP_011377776.1
Synpcc7942_0882,WP_011242970.1
Synpcc7942_0883,WP_011242969.1
Synpcc7942_0884,WP_011242968.1
Synpcc7942_0885,WP_011242967.1
Synpcc7942_0886,WP_011242966.1
Synpcc7942_0887,WP_011242965.1
Synpcc7942_0888,WP_011242964.1
Synpcc7942_0889,WP_011377777.1
Synpcc7942_0890,WP_011377778.1
Synpcc7942_0891,WP_011242961.1
Synpcc7942_0892,WP_011242960.1
Synpcc7942_0893,WP_011242480.1
Synpcc7942_0894,WP_011242958.1
Synpcc7942_0895,WP_011242957.1
Synpcc7942_0896,WP_011242956.1
Synpcc7942_0897,WP_011242955.1
Synpcc7942_0898,WP_011377779.1
Synpcc7942_0899,WP_011377780.1
Synpcc7942_0900,WP_011242952.1
Synpcc7942_0901,WP_011377781.1
Synpcc7942_0902,WP_231621325.1
Synpcc7942_0903,WP_011242949.1
Synpcc7942_0904,WP_011377782.1
Synpcc7942_0905,WP_011377783.1
Synpcc7942_0906,WP_039755790.1
Synpcc7942_0907,WP_011377785.1
Synpcc7942_0908,WP_011377786.1
Synpcc7942_0909,WP_011242945.1
Synpcc7942_0910,WP_011242944.1
Synpcc7942_0911,WP_011242943.1
Synpcc7942_0912,WP_011242942.1
Synpcc7942_0913,WP_321167206.1
Synpcc7942_0914,WP_011242940.1
Synpcc7942_0915,WP_011242939.1
Synpcc7942_0916,WP_011242938.1
Synpcc7942_0917,WP_011242937.1
Synpcc7942_0918,WP_011377787.1
Synpcc7942_0919,WP_011377788.1
Synpcc7942_0920,WP_011242934.1
Synpcc7942_0921,WP_011242933.1
Synpcc7942_0922,WP_011377789.1
Synpcc7942_0923,WP_011242931.1
Synpcc7942_0924,WP_011377790.1
Synpcc7942_0925,WP_011242929.1
Synpcc7942_0926,WP_011242928.1
Synpcc7942_0927,WP_011377791.1
Synpcc7942_0928,WP_011377792.1
Synpcc7942_0929,WP_011242925.1
Synpcc7942_0930,WP_011377793.1
Synpcc7942_0931,WP_011377794.1
Synpcc7942_0932,WP_196794065.1
Synpcc7942_0933,WP_011242921.1
Synpcc7942_0934,WP_011377796.1
Synpcc7942_0935,WP_011377797.1
Synpcc7942_0936,WP_011377798.1
Synpcc7942_0937,WP_011242917.1
Synpcc7942_0938,WP_011377799.1
Synpcc7942_0939,WP_011242915.1
Synpcc7942_0940,WP_011242914.1
Synpcc7942_0941,WP_011242913.1
Synpcc7942_0942,WP_011242912.1
Synpcc7942_0943,WP_321167209.1
Synpcc7942_0944,WP_011242910.1
Synpcc7942_0945,WP_011242909.1
Synpcc7942_0946,WP_011242908.1
Synpcc7942_0947,WP_011242907.1
Synpcc7942_0948,WP_011377802.1
Synpcc7942_0949,WP_011242905.1
Synpcc7942_0950,WP_011242904.1
Synpcc7942_0951,WP_011377803.1
Synpcc7942_0952,WP_011377804.1
Synpcc7942_0953,WP_011242901.1
Synpcc7942_0954,WP_231621324.1
Synpcc7942_0955,WP_011242899.1
Synpcc7942_0956,WP_011242898.1
Synpcc7942_0957,WP_011242897.1
Synpcc7942_0958,WP_011242896.1
Synpcc7942_0959,WP_011242895.1
Synpcc7942_0960,WP_039756004.1
Synpcc7942_0961,WP_011377806.1
Synpcc7942_0962,WP_011377807.1
Synpcc7942_0963,WP_011242891.1
Synpcc7942_0964,WP_011242890.1
Synpcc7942_0965,WP_011242889.1
Synpcc7942_0966,WP_011377808.1
Synpcc7942_0967,WP_011242887.1
Synpcc7942_0968,WP_039755782.1
Synpcc7942_0969,WP_011242886.1
Synpcc7942_0970,WP_011242885.1
Synpcc7942_0971,WP_039755781.1
Synpcc7942_0972,WP_011242883.1
Synpcc7942_0975,WP_011242881.1
Synpcc7942_0976,WP_011377813.1
Synpcc7942_0977,WP_011242879.1
Synpcc7942_0978,WP_011242878.1
Synpcc7942_0979,WP_011242877.1
Synpcc7942_0980,WP_039756003.1
Synpcc7942_0981,WP_011242875.1
Synpcc7942_0982,WP_231621323.1
Synpcc7942_0983,WP_011242873.1
Synpcc7942_0984,WP_011242872.1
Synpcc7942_0985,WP_011242871.1
Synpcc7942_0986,WP_011242870.1
Synpcc7942_0987,WP_011242869.1
Synpcc7942_0988,WP_011242868.1
Synpcc7942_0989,WP_011377815.1
Synpcc7942_0990,WP_011242866.1
Synpcc7942_0991,WP_011242865.1
Synpcc7942_0992,WP_011377816.1
Synpcc7942_0993,WP_196794059.1
Synpcc7942_0994,WP_011377818.1
Synpcc7942_0995,WP_011377819.1
Synpcc7942_0996,WP_231621322.1
Synpcc7942_0997,WP_011242859.1
Synpcc7942_0998,WP_011377820.1
Synpcc7942_0999,WP_011377821.1
Synpcc7942_1000,WP_011377822.1
Synpcc7942_1001,WP_039756002.1
Synpcc7942_1002,WP_011377824.1
Synpcc7942_1003,WP_011377825.1
Synpcc7942_1004,WP_011377826.1
Synpcc7942_1005,WP_011242852.1
Synpcc7942_1006,WP_011242851.1
Synpcc7942_1007,WP_011242850.1
Synpcc7942_1008,WP_011377827.1
Synpcc7942_1009,WP_011377828.1
Synpcc7942_1010,WP_011242847.1
Synpcc7942_1011,WP_011377829.1
Synpcc7942_1012,WP_011242845.1
Synpcc7942_1013,WP_011377830.1
Synpcc7942_1014,WP_011377831.1
Synpcc7942_1015,WP_011242843.1
Synpcc7942_1016,WP_011242842.1
Synpcc7942_1017,WP_011377832.1
Synpcc7942_1018,WP_011242840.1
Synpcc7942_1019,WP_011242839.1
Synpcc7942_1020,WP_011242838.1
Synpcc7942_1021,WP_011242837.1
Synpcc7942_1022,WP_011242836.1
Synpcc7942_1023,WP_011242835.1
Synpcc7942_1024,WP_231621321.1
Synpcc7942_1025,WP_231621320.1
Synpcc7942_1026,WP_011242832.1
Synpcc7942_1027,WP_173282518.1
Synpcc7942_1028,WP_011242830.1
Synpcc7942_1029,WP_011242829.1
Synpcc7942_1030,WP_011377834.1
Synpcc7942_1032,WP_011377836.1
Synpcc7942_1033,WP_011242826.1
Synpcc7942_1034,WP_011377837.1
Synpcc7942_1035,WP_011377838.1
Synpcc7942_1036,WP_011377839.1
Synpcc7942_1037,WP_011377840.1
Synpcc7942_1038,WP_231621319.1
Synpcc7942_1039,WP_011242820.1
Synpcc7942_1040,WP_011242819.1
Synpcc7942_1042,WP_011242818.1
Synpcc7942_1043,WP_011242817.1
Synpcc7942_1044,WP_011242816.1
Synpcc7942_1045,WP_011377842.1
Synpcc7942_1046,WP_011377843.1
Synpcc7942_1047,WP_011242808.1
Synpcc7942_1048,WP_011242807.1
Synpcc7942_1049,WP_011377844.1
Synpcc7942_1050,WP_011242810.1
Synpcc7942_1051,WP_011242809.1
Synpcc7942_1052,WP_011242808.1
Synpcc7942_1053,WP_011242807.1
Synpcc7942_1054,WP_011242806.1
Synpcc7942_1055,WP_011377845.1
Synpcc7942_1056,WP_011242804.1
Synpcc7942_1057,WP_011377846.1
Synpcc7942_1058,WP_011242802.1
Synpcc7942_1059,WP_011242801.1
Synpcc7942_1060,WP_011242800.1
Synpcc7942_1061,WP_011242799.1
Synpcc7942_1062,WP_011242798.1
Synpcc7942_1063,WP_011242797.1
Synpcc7942_1064,WP_011377848.1
Synpcc7942_1065,WP_011242795.1
Synpcc7942_1067,WP_011242794.1
Synpcc7942_1068,WP_011377850.1
Synpcc7942_1069,WP_126146592.1
Synpcc7942_1070,WP_011242791.1
Synpcc7942_1071,WP_011242790.1
Synpcc7942_1072,WP_011377853.1
Synpcc7942_1073,WP_011242788.1
Synpcc7942_1074,WP_011242787.1
Synpcc7942_1075,WP_011242786.1
Synpcc7942_1076,WP_011242785.1
Synpcc7942_1077,WP_011377854.1
Synpcc7942_1078,WP_011242783.1
Synpcc7942_1079,WP_011242782.1
Synpcc7942_1080,WP_011377856.1
Synpcc7942_1081,WP_011242780.1
Synpcc7942_1082,WP_049749327.1
Synpcc7942_1083,WP_011242778.1
Synpcc7942_1084,WP_011242777.1
Synpcc7942_1085,WP_011242776.1
Synpcc7942_1086,WP_011242775.1
Synpcc7942_1087,WP_011242774.1
Synpcc7942_1088,WP_011242773.1
Synpcc7942_1089,WP_039755993.1
Synpcc7942_1090,WP_011242771.1
Synpcc7942_1091,WP_011242770.1
Synpcc7942_1092,WP_011242769.1
Synpcc7942_1093,WP_011377860.1
Synpcc7942_1094,WP_011242767.1
Synpcc7942_1095,WP_011242766.1
Synpcc7942_1096,WP_011377861.1
Synpcc7942_1098,WP_011377862.1
Synpcc7942_1099,WP_011242762.1
Synpcc7942_1100,WP_011377863.1
Synpcc7942_1101,WP_011242760.1
Synpcc7942_1102,WP_011242759.1
Synpcc7942_1103,WP_011377864.1
Synpcc7942_1104,WP_011377865.1
Synpcc7942_1105,WP_011242756.1
Synpcc7942_1106,WP_011242755.1
Synpcc7942_1107,WP_011242754.1
Synpcc7942_1108,WP_011242753.1
Synpcc7942_1109,WP_011377866.1
Synpcc7942_1110,WP_173282515.1
Synpcc7942_1111,WP_011377867.1
Synpcc7942_1112,WP_011242749.1
Synpcc7942_1113,WP_011242748.1
Synpcc7942_1114,WP_011242747.1
Synpcc7942_1115,WP_011242746.1
Synpcc7942_1116,WP_011377868.1
Synpcc7942_1117,WP_011242744.1
Synpcc7942_1118,WP_011377869.1
Synpcc7942_1119,WP_231621404.1
Synpcc7942_1120,WP_011377870.1
Synpcc7942_1121,WP_011377871.1
Synpcc7942_1122,WP_011242739.1
Synpcc7942_1123,WP_011242738.1
Synpcc7942_1124,WP_011242737.1
Synpcc7942_1125,WP_011377872.1
Synpcc7942_1126,WP_011242735.1
Synpcc7942_1127,WP_011242734.1
Synpcc7942_1128,WP_011242733.1
Synpcc7942_1129,WP_011377873.1
Synpcc7942_1130,WP_011377874.1
Synpcc7942_1131,WP_011242730.1
Synpcc7942_1132,WP_011377875.1
Synpcc7942_1133,WP_011242728.1
Synpcc7942_1134,WP_126148201.1
Synpcc7942_1135,WP_011242727.1
Synpcc7942_1136,WP_011377877.1
Synpcc7942_1137,WP_011242725.1
Synpcc7942_1138,WP_039755989.1
Synpcc7942_1139,WP_011377879.1
Synpcc7942_1140,WP_011377880.1
Synpcc7942_1141,WP_011377881.1
Synpcc7942_1142,WP_011242720.1
Synpcc7942_1143,WP_011242719.1
Synpcc7942_1144,WP_011377882.1
Synpcc7942_1145,WP_039755754.1
Synpcc7942_1146,WP_011242716.1
Synpcc7942_1147,WP_011242715.1
Synpcc7942_1148,WP_011242714.1
Synpcc7942_1149,WP_011377884.1
Synpcc7942_1150,WP_011242712.1
Synpcc7942_1151,WP_011242711.1
Synpcc7942_1152,WP_011377885.1
Synpcc7942_1153,WP_011242709.1
Synpcc7942_1154,WP_011377886.1
Synpcc7942_1155,WP_011242707.1
Synpcc7942_1156,WP_011377888.1
Synpcc7942_1157,WP_011377889.1
Synpcc7942_1158,WP_011377890.1
Synpcc7942_1159,WP_011242703.1
Synpcc7942_1160,WP_011242702.1
Synpcc7942_1161,WP_011242701.1
Synpcc7942_1162,WP_011242700.1
Synpcc7942_1163,WP_011377891.1
Synpcc7942_1164,WP_011377892.1
Synpcc7942_1165,WP_011377893.1
Synpcc7942_1166,WP_011242696.1
Synpcc7942_1167,WP_011377894.1
Synpcc7942_1168,WP_011377895.1
Synpcc7942_1169,WP_011377896.1
Synpcc7942_1170,WP_011242692.1
Synpcc7942_1171,WP_011377897.1
Synpcc7942_1172,WP_231621316.1
Synpcc7942_1173,WP_011377899.1
Synpcc7942_1174,WP_011377900.1
Synpcc7942_1175,WP_011377901.1
Synpcc7942_1176,WP_011242686.1
Synpcc7942_1177,WP_011242685.1
Synpcc7942_1178,WP_011377902.1
Synpcc7942_1179,WP_011242683.1
Synpcc7942_1180,WP_039755986.1
Synpcc7942_1181,WP_011242681.1
Synpcc7942_1182,WP_011377903.1
Synpcc7942_1183,WP_011242679.1
Synpcc7942_1184,WP_011242678.1
Synpcc7942_1185,WP_011242677.1
Synpcc7942_1186,WP_011377905.1
Synpcc7942_1187,WP_011377906.1
Synpcc7942_1188,WP_011242675.1
Synpcc7942_1189,WP_011242674.1
Synpcc7942_1190,WP_011377907.1
Synpcc7942_1191,WP_011377908.1
Synpcc7942_1192,WP_011377909.1
Synpcc7942_1193,WP_039755741.1
Synpcc7942_1194,WP_039755983.1
Synpcc7942_1195,WP_011377911.1
Synpcc7942_1196,WP_011242667.1
Synpcc7942_1197,WP_011242666.1
Synpcc7942_1198,WP_011377912.1
Synpcc7942_1199,WP_011242664.1
Synpcc7942_1200,WP_011377914.1
Synpcc7942_1201,WP_011377915.1
Synpcc7942_1202,WP_011242661.1
Synpcc7942_1203,WP_011242660.1
Synpcc7942_1204,WP_190528567.1
Synpcc7942_1205,WP_272948008.1
Synpcc7942_1206,WP_231621315.1
Synpcc7942_1207,WP_011242657.1
Synpcc7942_1208,WP_011242656.1
Synpcc7942_1209,WP_011242655.1
Synpcc7942_1210,WP_011377918.1
Synpcc7942_1211,WP_011242653.1
Synpcc7942_1212,WP_011242652.1
Synpcc7942_1213,WP_011377919.1
Synpcc7942_1214,WP_173282542.1
Synpcc7942_1215,WP_011377920.1
Synpcc7942_1216,WP_011242648.1
Synpcc7942_1217,WP_011242647.1
Synpcc7942_1218,WP_011377921.1
Synpcc7942_1219,WP_011377922.1
Synpcc7942_1220,WP_011242644.1
Synpcc7942_1221,WP_011377923.1
Synpcc7942_1222,WP_011242642.1
Synpcc7942_1223,WP_011377924.1
Synpcc7942_1224,WP_011242640.1
Synpcc7942_1225,WP_011377925.1
Synpcc7942_1226,WP_011377926.1
Synpcc7942_1227,WP_011242637.1
Synpcc7942_1228,WP_011377927.1
Synpcc7942_1229,WP_011242635.1
Synpcc7942_1230,WP_011377929.1
Synpcc7942_1231,WP_011242633.1
Synpcc7942_1232,WP_011242632.1
Synpcc7942_1233,WP_011242631.1
Synpcc7942_1234,WP_011377930.1
Synpcc7942_1235,WP_011377931.1
Synpcc7942_1236,WP_011242628.1
Synpcc7942_1237,WP_011242627.1
Synpcc7942_1238,WP_011242626.1
Synpcc7942_1239,WP_011242625.1
Synpcc7942_1240,WP_011242624.1
Synpcc7942_1241,WP_011242623.1
Synpcc7942_1242,WP_011242622.1
Synpcc7942_1243,WP_011242621.1
Synpcc7942_1244,WP_011377932.1
Synpcc7942_1245,WP_197058178.1
Synpcc7942_1246,WP_011377934.1
Synpcc7942_1247,WP_011242617.1
Synpcc7942_1248,WP_011377935.1
Synpcc7942_1249,WP_173282512.1
Synpcc7942_1250,WP_011242614.1
Synpcc7942_1251,WP_011242613.1
Synpcc7942_1252,WP_011377936.1
Synpcc7942_1253,WP_011377937.1
Synpcc7942_1254,WP_039755728.1
Synpcc7942_1255,WP_011242610.1
Synpcc7942_1256,WP_011242609.1
Synpcc7942_1257,WP_011377938.1
Synpcc7942_1258,WP_011377939.1
Synpcc7942_1259,WP_011377940.1
Synpcc7942_1260,WP_011377941.1
Synpcc7942_1261,WP_071818116.1
Synpcc7942_1262,WP_011242603.1
Synpcc7942_1263,WP_011377943.1
Synpcc7942_1264,WP_231621313.1
Synpcc7942_1265,WP_011377945.1
Synpcc7942_1266,WP_011377946.1
Synpcc7942_1267,WP_011377947.1
Synpcc7942_1268,WP_011242597.1
Synpcc7942_1269,WP_011377948.1
Synpcc7942_1270,WP_039755725.1
Synpcc7942_1271,WP_011242595.1
Synpcc7942_1272,WP_011377950.1
Synpcc7942_1273,WP_011377951.1
Synpcc7942_1274,WP_011242592.1
Synpcc7942_1275,WP_011377952.1
Synpcc7942_1276,WP_011242590.1
Synpcc7942_1277,WP_011242589.1
Synpcc7942_1278,WP_011242588.1
Synpcc7942_1279,WP_011377953.1
Synpcc7942_1280,WP_011377954.1
Synpcc7942_1281,WP_011377955.1
Synpcc7942_1282,WP_011377956.1
Synpcc7942_1283,WP_011377957.1
Synpcc7942_1284,WP_011377958.1
Synpcc7942_1285,WP_011377959.1
Synpcc7942_1286,WP_231621312.1
Synpcc7942_1287,WP_011377961.1
Synpcc7942_1288,WP_011377962.1
Synpcc7942_1289,WP_011377963.1
Synpcc7942_1290,WP_011377964.1
Synpcc7942_1291,WP_011242576.1
Synpcc7942_1292,WP_011377965.1
Synpcc7942_1293,WP_011377966.1
Synpcc7942_1294,WP_231621311.1
Synpcc7942_1295,WP_011377968.1
Synpcc7942_1296,WP_011242571.1
Synpcc7942_1297,WP_011242570.1
Synpcc7942_1298,WP_011377969.1
Synpcc7942_1299,WP_011242568.1
Synpcc7942_1300,WP_011242567.1
Synpcc7942_1301,WP_011242566.1
Synpcc7942_1302,WP_011377971.1
Synpcc7942_1303,WP_011242564.1
Synpcc7942_1304,WP_011377972.1
Synpcc7942_1305,WP_011377973.1
Synpcc7942_1306,WP_011242561.1
Synpcc7942_1307,WP_011242560.1
Synpcc7942_1308,WP_011242559.1
Synpcc7942_1309,WP_011377975.1
Synpcc7942_1310,WP_011242557.1
Synpcc7942_1311,WP_011377976.1
Synpcc7942_1312,WP_011377977.1
Synpcc7942_1313,WP_011377978.1
Synpcc7942_1314,WP_011377979.1
Synpcc7942_1315,WP_011242552.1
Synpcc7942_1316,WP_231621310.1
Synpcc7942_1317,WP_011377981.1
Synpcc7942_1318,WP_011242549.1
Synpcc7942_1319,WP_011242548.1
Synpcc7942_1320,WP_011242547.1
Synpcc7942_1321,WP_011377982.1
Synpcc7942_1322,WP_011242545.1
Synpcc7942_1323,WP_011377983.1
Synpcc7942_1324,WP_011377984.1
Synpcc7942_1325,WP_011377985.1
Synpcc7942_1326,WP_011377986.1
Synpcc7942_1327,WP_011377987.1
Synpcc7942_1328,WP_011242540.1
Synpcc7942_1329,WP_231621309.1
Synpcc7942_1330,WP_011377989.1
Synpcc7942_1331,WP_011242537.1
Synpcc7942_1332,WP_011242536.1
Synpcc7942_1333,WP_011242535.1
Synpcc7942_1334,WP_011377990.1
Synpcc7942_1335,WP_011242533.1
Synpcc7942_1336,WP_011377991.1
Synpcc7942_1337,WP_011377992.1
Synpcc7942_1338,WP_011377993.1
Synpcc7942_1339,WP_011242528.1
Synpcc7942_1340,WP_011242527.1
Synpcc7942_1341,WP_011377994.1
Synpcc7942_1342,WP_011377995.1
Synpcc7942_1343,WP_011242524.1
Synpcc7942_1344,WP_011242523.1
Synpcc7942_1345,WP_011377996.1
Synpcc7942_1346,WP_011242521.1
Synpcc7942_1347,WP_011242520.1
Synpcc7942_1348,WP_011377997.1
Synpcc7942_1349,WP_011242519.1
Synpcc7942_1350,WP_155813855.1
Synpcc7942_1351,WP_039755972.1
Synpcc7942_1352,WP_011242517.1
Synpcc7942_1353,WP_231621308.1
Synpcc7942_1354,WP_011242515.1
Synpcc7942_1355,WP_011242514.1
Synpcc7942_1356,WP_231621307.1
Synpcc7942_1357,WP_196794056.1
Synpcc7942_1358,WP_011378001.1
Synpcc7942_1359,WP_011242509.1
Synpcc7942_1360,WP_231621306.1
Synpcc7942_1361,WP_011242507.1
Synpcc7942_1362,WP_231621305.1
Synpcc7942_1364,WP_011242505.1
Synpcc7942_1365,WP_011378003.1
Synpcc7942_1366,WP_011242503.1
Synpcc7942_1367,WP_011242502.1
Synpcc7942_1368,WP_011242501.1
Synpcc7942_1369,WP_011242500.1
Synpcc7942_1370,WP_011378005.1
Synpcc7942_1371,WP_155813853.1
Synpcc7942_1372,WP_011378007.1
Synpcc7942_1373,WP_011242497.1
Synpcc7942_1374,WP_011242496.1
Synpcc7942_1375,WP_011242495.1
Synpcc7942_1376,WP_152034138.1
Synpcc7942_1377,WP_011242493.1
Synpcc7942_1378,WP_231621304.1
Synpcc7942_1379,WP_011242491.1
Synpcc7942_1380,WP_011242490.1
Synpcc7942_1381,WP_011378010.1
Synpcc7942_1382,WP_011378011.1
Synpcc7942_1383,WP_011242486.1
Synpcc7942_1384,WP_231621303.1
Synpcc7942_1385,WP_011378013.1
Synpcc7942_1386,WP_011378014.1
Synpcc7942_1387,WP_011242482.1
Synpcc7942_1388,WP_011242481.1
Synpcc7942_1389,WP_011242480.1
Synpcc7942_1390,WP_011378015.1
Synpcc7942_1391,WP_011242478.1
Synpcc7942_1392,WP_011242477.1
Synpcc7942_1393,WP_011378016.1
Synpcc7942_1394,WP_011242475.1
Synpcc7942_1395,WP_011242474.1
Synpcc7942_1396,WP_011242473.1
Synpcc7942_1397,WP_011378017.1
Synpcc7942_1398,WP_011242471.1
Synpcc7942_1399,WP_039755718.1
Synpcc7942_1400,WP_011378019.1
Synpcc7942_1401,WP_011242468.1
Synpcc7942_1402,WP_231621302.1
Synpcc7942_1403,WP_011378020.1
Synpcc7942_1404,WP_011378021.1
Synpcc7942_1405,WP_011378022.1
Synpcc7942_1406,WP_011378023.1
Synpcc7942_1407,WP_231621301.1
Synpcc7942_1408,WP_011242461.1
Synpcc7942_1409,WP_011242460.1
Synpcc7942_1410,WP_011378025.1
Synpcc7942_1411,WP_011242458.1
Synpcc7942_1412,WP_011242457.1
Synpcc7942_1413,WP_011378026.1
Synpcc7942_1414,WP_011242455.1
Synpcc7942_1415,WP_011242454.1
Synpcc7942_1416,WP_011242453.1
Synpcc7942_1417,WP_011242452.1
Synpcc7942_1418,WP_011378027.1
Synpcc7942_1419,WP_011242451.1
Synpcc7942_1420,WP_011378028.1
Synpcc7942_1421,WP_011242449.1
